grcode1,name1,detail of group 1,grcode2,name2,detail of group 2,grcode3,name3,detail of group 3,grcode4,name4,detail of group 4,no,generic name,syn name,detail of generic name,ประเภทยา,dosage,ED,คำแนะนำ,เงื่อนไข,คำเตือนและข้อควรระวัง,หมายเหตุ,Footnote,link file,Code ฉ.67,edit
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,8,"Packed red cell, leukocyte depleted",,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,9,"Packed red cell, leukocyte poor",,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,10,"Platelets concentrate, random donor",,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,11,"Platelets concentrate, single donor",,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,12,Whole blood,,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,13,"Leukocyte depleted platelets concentrate, single donor",,,,,ข,,ใช้เฉพาะผู้ป่วยที่มีกลุ่มเลือดหายาก Rh- หรือมีความจำเป็นต้องใช้เลือดเร่งด่วนแต่ขาดเลือดเท่านั้น,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,14,"Packed red cell, leukocyte depleted single donor 2 units",,,,,ข,,ใช้เฉพาะผู้ป่วยที่มีกลุ่มเลือดหายาก Rh- หรือมีความจำเป็นต้องใช้เลือดเร่งด่วนแต่ขาดเลือดเท่านั้น,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,15,"Packed red cell, irradiated",,,,,ค,,ใช้กับผู้ป่วยปลูกถ่ายเซลล์ต้นกำเนิดเม็ดเลือด,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,16,"Packed red cell, leukocyte poor, irradiated",,,,,ค,,ใช้กับผู้ป่วยปลูกถ่ายเซลล์ต้นกำเนิดเม็ดเลือด,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,17,"Platelets concentrate, irradiated",,,,,ค,,ใช้กับผู้ป่วยปลูกถ่ายเซลล์ต้นกำเนิดเม็ดเลือด,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,18,"Packed red cell, leukocyte depleted irradiated",,,,,ง,,"ใช้กับผู้ป่วยปลูกถ่ายเซลล์ต้นกำเนิดเม็ดเลือดที่เคยแพ้ต่อ Packed red cell, leukocyte poor, irradiated",,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,1,Folic acid,,,,tab (เฉพาะไม่น้อยกว่า 5 mg)        ,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,2,Oxymetholone,,,,tab,ข,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,3,Deferiprone,,,,tab (เฉพาะ 500 mg),ค,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,4,Deferoxamine mesilate ,Desferrioxamine mesilate,,,sterile pwdr,ค,,,,ดูรายละเอียดเพิ่มเติมในกลุ่มยา 16,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,5,Iron sucrose ,,,,sterile sol,ค,,ใช้สำหรับรักษา iron deficiency anemia ในผู้ป่วย chronic kidney disease ที่ไม่ตอบสนองต่อ iron supplement ชนิดรับประทาน,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,6,"Antithymocyte immunoglobulin, rabbit ",ATG,,,"sterile pwdr, sterile sol",จ(2),,ใช้สำหรับ severe aplastic anemia โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3,,จัดเป็นบัญชี ง เมื่อใช้กรณีปลูกถ่ายไต ดูข้อ 8.2 Drugs affecting the immune response ,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,7,Deferasirox,,,,tab (เฉพาะ 250 mg),จ(2),,"1. Transfusion Dependent Thalassemia ใช้เป็นยารักษาลําดับแรกในผู้ป่วยอายุ 2-6 ปี โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3
2. ใช้เป็นยารักษาลําดับที่ 2 ในผู้ป่วยอายุตั้งแต่ 6 ปี ขึ้นไปที่ไม่ตอบสนองต่อการรักษาหรือมีผลข้างเคียงที่รุนแรงจากการรักษาด้วยยา deferiprone โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3",,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,8,Epoetin alfa,epoetin alpha,,,"sterile pwdr/ sterile sol (เฉพาะ 1000, 2000, 3000, 4000, 5000 IU)",จ(2),,ใช้สำหรับภาวะเลือดจางจากโรคไตเรื้อรังที่ไม่พบสาเหตุอื่นที่รักษาได้ โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,2,"Drugs used in hypoplastic, haemolytic and renal anemias",,,,,9,Epoetin beta ,,,,"sterile sol (เฉพาะ 2000, 3000, 5000 IU)",จ(2),,ใช้สำหรับภาวะเลือดจางจากโรคไตเรื้อรังที่ไม่พบสาเหตุอื่นที่รักษาได้ โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3,,,,,S,
